date,period,year,month,month_name,arabica_usd_kg,robusta_usd_kg,usdvnd_rate,arabica_vnd_kg,robusta_vnd_kg
1996-03-01,1996-03,1996,3,Mar 1996,2.6641,2.0049,11032.58,29392.0,22119.0
1996-04-01,1996-04,1996,4,Apr 1996,2.7227,1.9989,11032.58,30038.0,22053.0
1996-05-01,1996-05,1996,5,May 1996,2.8499,2.0106,11032.58,31442.0,22182.0
1996-06-01,1996-06,1996,6,Jun 1996,2.7659,1.8984,11032.58,30515.0,20944.0
1996-07-01,1996-07,1996,7,Jul 1996,2.7,1.7077,11032.58,29788.0,18840.0
1996-08-01,1996-08,1996,8,Aug 1996,2.7827,1.7465,11032.58,30700.0,19268.0
1996-09-01,1996-09,1996,9,Sep 1996,2.6169,1.6389,11032.58,28871.0,18081.0
1996-10-01,1996-10,1996,10,Oct 1996,2.7381,1.6076,11032.58,30208.0,17736.0
1996-11-01,1996-11,1996,11,Nov 1996,2.7353,1.5476,11032.58,30177.0,17074.0
1996-12-01,1996-12,1996,12,Dec 1996,2.5798,1.3902,11032.58,28462.0,15337.0
1997-01-01,1997-01,1997,1,Jan 1997,2.9291,1.4813,11683.33,34222.0,17307.0
1997-02-01,1997-02,1997,2,Feb 1997,3.7119,1.6623,11683.33,43367.0,19421.0
1997-03-01,1997-03,1997,3,Mar 1997,4.2924,1.7688,11683.33,50150.0,20665.0
1997-04-01,1997-04,1997,4,Apr 1997,4.5633,1.7062,11683.33,53315.0,19934.0
1997-05-01,1997-05,1997,5,May 1997,5.8923,2.0635,11683.33,68842.0,24109.0
1997-06-01,1997-06,1997,6,Jun 1997,4.8947,1.9564,11683.33,57186.0,22857.0
1997-07-01,1997-07,1997,7,Jul 1997,4.1978,1.756,11683.33,49044.0,20516.0
1997-08-01,1997-08,1997,8,Aug 1997,4.2064,1.6413,11683.33,49145.0,19176.0
1997-09-01,1997-09,1997,9,Sep 1997,4.1859,1.6568,11683.33,48905.0,19357.0
1997-10-01,1997-10,1997,10,Oct 1997,3.6963,1.6429,11683.33,43185.0,19195.0
1997-11-01,1997-11,1997,11,Nov 1997,3.5333,1.6764,11683.33,41281.0,19586.0
1997-12-01,1997-12,1997,12,Dec 1997,3.9119,1.821,11683.33,45704.0,21275.0
1998-01-01,1998-01,1998,1,Jan 1998,3.9198,1.8389,13268.0,52008.0,24399.0
1998-02-01,1998-02,1998,2,Feb 1998,3.9282,1.8378,13268.0,52119.0,24384.0
1998-03-01,1998-03,1998,3,Mar 1998,3.4756,1.812,13268.0,46114.0,24042.0
1998-04-01,1998-04,1998,4,Apr 1998,3.3146,1.9615,13268.0,43978.0,26025.0
1998-05-01,1998-05,1998,5,May 1998,3.0362,2.0005,13268.0,40284.0,26543.0
1998-06-01,1998-06,1998,6,Jun 1998,2.7542,1.8239,13268.0,36543.0,24200.0
1998-07-01,1998-07,1998,7,Jul 1998,2.5926,1.6984,13268.0,34399.0,22534.0
1998-08-01,1998-08,1998,8,Aug 1998,2.7163,1.748,13268.0,36040.0,23192.0
1998-09-01,1998-09,1998,9,Sep 1998,2.4659,1.7593,13268.0,32718.0,23342.0
1998-10-01,1998-10,1998,10,Oct 1998,2.4189,1.7703,13268.0,32094.0,23488.0
1998-11-01,1998-11,1998,11,Nov 1998,2.5655,1.7672,13268.0,34039.0,23447.0
1998-12-01,1998-12,1998,12,Dec 1998,2.588,1.8532,13268.0,34338.0,24588.0
1999-01-01,1999-01,1999,1,Jan 1999,2.4903,1.8142,13943.17,34723.0,25296.0
1999-02-01,1999-02,1999,2,Feb 1999,2.3254,1.7467,13943.17,32423.0,24355.0
1999-03-01,1999-03,1999,3,Mar 1999,2.3234,1.6186,13943.17,32396.0,22568.0
1999-04-01,1999-04,1999,4,Apr 1999,2.2511,1.5282,13943.17,31387.0,21308.0
1999-05-01,1999-05,1999,5,May 1999,2.4487,1.4978,13943.17,34143.0,20884.0
1999-06-01,1999-06,1999,6,Jun 1999,2.3636,1.446,13943.17,32956.0,20162.0
1999-07-01,1999-07,1999,7,Jul 1999,2.0911,1.3572,13943.17,29157.0,18924.0
1999-08-01,1999-08,1999,8,Aug 1999,2.0144,1.3905,13943.17,28087.0,19388.0
1999-09-01,1999-09,1999,9,Sep 1999,1.8587,1.3133,13943.17,25916.0,18312.0
1999-10-01,1999-10,1999,10,Oct 1999,2.0768,1.2901,13943.17,28957.0,17988.0
1999-11-01,1999-11,1999,11,Nov 1999,2.4996,1.39,13943.17,34852.0,19381.0
1999-12-01,1999-12,1999,12,Dec 1999,2.7439,1.4725,13943.17,38259.0,20531.0
2000-01-01,2000-01,2000,1,Jan 2000,2.4496,1.1724,14167.75,34705.0,16610.0
2000-02-01,2000-02,2000,2,Feb 2000,2.2805,1.0772,14167.75,32310.0,15262.0
2000-03-01,2000-03,2000,3,Mar 2000,2.2207,1.0196,14167.75,31462.0,14445.0
2000-04-01,2000-04,2000,4,Apr 2000,2.0858,0.98,14167.75,29551.0,13884.0
2000-05-01,2000-05,2000,5,May 2000,2.0756,0.9771,14167.75,29407.0,13843.0
2000-06-01,2000-06,2000,6,Jun 2000,1.9057,0.9409,14167.75,26999.0,13330.0
2000-07-01,2000-07,2000,7,Jul 2000,1.9257,0.8999,14167.75,27283.0,12750.0
2000-08-01,2000-08,2000,8,Aug 2000,1.6958,0.8433,14167.75,24026.0,11948.0
2000-09-01,2000-09,2000,9,Sep 2000,1.6707,0.8561,14167.75,23670.0,12129.0
2000-10-01,2000-10,2000,10,Oct 2000,1.6901,0.7967,14167.75,23945.0,11287.0
2000-11-01,2000-11,2000,11,Nov 2000,1.5772,0.7233,14167.75,22345.0,10248.0
2000-12-01,2000-12,2000,12,Dec 2000,1.4586,0.6698,14167.75,20665.0,9490.0
2001-01-01,2001-01,2001,1,Jan 2001,1.4546,0.7143,14725.17,21419.0,10518.0
2001-02-01,2001-02,2001,2,Feb 2001,1.4813,0.6962,14725.17,21812.0,10252.0
2001-03-01,2001-03,2001,3,Mar 2001,1.4661,0.6729,14725.17,21589.0,9909.0
2001-04-01,2001-04,2001,4,Apr 2001,1.4579,0.6281,14725.17,21468.0,9249.0
2001-05-01,2001-05,2001,5,May 2001,1.526,0.6512,14725.17,22471.0,9589.0
2001-06-01,2001-06,2001,6,Jun 2001,1.4088,0.6431,14725.17,20745.0,9470.0
2001-07-01,2001-07,2001,7,Jul 2001,1.2946,0.6047,14725.17,19063.0,8904.0
2001-08-01,2001-08,2001,8,Aug 2001,1.3166,0.5692,14725.17,19387.0,8382.0
2001-09-01,2001-09,2001,9,Sep 2001,1.2802,0.5351,14725.17,18851.0,7879.0
2001-10-01,2001-10,2001,10,Oct 2001,1.2434,0.5124,14725.17,18309.0,7545.0
2001-11-01,2001-11,2001,11,Nov 2001,1.2974,0.5221,14725.17,19104.0,7688.0
2001-12-01,2001-12,2001,12,Dec 2001,1.2505,0.5368,14725.17,18414.0,7904.0
2002-01-01,2002-01,2002,1,Jan 2002,1.2842,0.5029,15279.5,19622.0,7684.0
2002-02-01,2002-02,2002,2,Feb 2002,1.3034,0.5373,15279.5,19915.0,8210.0
2002-03-01,2002-03,2002,3,Mar 2002,1.4213,0.6415,15279.5,21717.0,9802.0
2002-04-01,2002-04,2002,4,Apr 2002,1.4425,0.6468,15279.5,22041.0,9883.0
2002-05-01,2002-05,2002,5,May 2002,1.3536,0.6243,15279.5,20682.0,9539.0
2002-06-01,2002-06,2002,6,Jun 2002,1.2912,0.6266,15279.5,19729.0,9574.0
2002-07-01,2002-07,2002,7,Jul 2002,1.2452,0.6305,15279.5,19026.0,9634.0
2002-08-01,2002-08,2002,8,Aug 2002,1.1964,0.6146,15279.5,18280.0,9391.0
2002-09-01,2002-09,2002,9,Sep 2002,1.3375,0.7072,15279.5,20436.0,10806.0
2002-10-01,2002-10,2002,10,Oct 2002,1.4491,0.7348,15279.5,22142.0,11227.0
2002-11-01,2002-11,2002,11,Nov 2002,1.5404,0.8358,15279.5,23537.0,12771.0
2002-12-01,2002-12,2002,12,Dec 2002,1.4145,0.8391,15279.5,21613.0,12821.0
2003-01-01,2003-01,2003,1,Jan 2003,1.4456,0.9079,15509.58,22421.0,14081.0
2003-02-01,2003-02,2003,2,Feb 2003,1.4641,0.8966,15509.58,22708.0,13906.0
2003-03-01,2003-03,2003,3,Mar 2003,1.3614,0.8195,15509.58,21115.0,12710.0
2003-04-01,2003-04,2003,4,Apr 2003,1.4262,0.825,15509.58,22120.0,12795.0
2003-05-01,2003-05,2003,5,May 2003,1.4608,0.8333,15509.58,22656.0,12924.0
2003-06-01,2003-06,2003,6,Jun 2003,1.3457,0.7542,15509.58,20871.0,11697.0
2003-07-01,2003-07,2003,7,Jul 2003,1.3878,0.7793,15509.58,21524.0,12087.0
2003-08-01,2003-08,2003,8,Aug 2003,1.4085,0.8003,15509.58,21845.0,12412.0
2003-09-01,2003-09,2003,9,Sep 2003,1.4641,0.8234,15509.58,22708.0,12771.0
2003-10-01,2003-10,2003,10,Oct 2003,1.4176,0.791,15509.58,21986.0,12268.0
2003-11-01,2003-11,2003,11,Nov 2003,1.373,0.752,15509.58,21295.0,11663.0
2003-12-01,2003-12,2003,12,Dec 2003,1.4299,0.7915,15509.58,22177.0,12276.0
2004-01-01,2004-01,2004,1,Jan 2004,1.6034,0.8783,15746.0,25247.0,13830.0
2004-02-01,2004-02,2004,2,Feb 2004,1.6801,0.8168,15746.0,26455.0,12861.0
2004-03-01,2004-03,2004,3,Mar 2004,1.7209,0.8091,15746.0,27097.0,12740.0
2004-04-01,2004-04,2004,4,Apr 2004,1.6632,0.8018,15746.0,26189.0,12625.0
2004-05-01,2004-05,2004,5,May 2004,1.6973,0.806,15746.0,26726.0,12691.0
2004-06-01,2004-06,2004,6,Jun 2004,1.8124,0.879,15746.0,28538.0,13841.0
2004-07-01,2004-07,2004,7,Jul 2004,1.6521,0.7941,15746.0,26014.0,12504.0
2004-08-01,2004-08,2004,8,Aug 2004,1.6228,0.7476,15746.0,25553.0,11772.0
2004-09-01,2004-09,2004,9,Sep 2004,1.7741,0.7549,15746.0,27935.0,11887.0
2004-10-01,2004-10,2004,10,Oct 2004,1.7758,0.6982,15746.0,27962.0,10994.0
2004-11-01,2004-11,2004,11,Nov 2004,1.9901,0.7211,15746.0,31336.0,11354.0
2004-12-01,2004-12,2004,12,Dec 2004,2.2955,0.8095,15746.0,36145.0,12746.0
2005-01-01,2005-01,2005,1,Jan 2005,2.3625,0.8148,15858.92,37467.0,12922.0
2005-02-01,2005-02,2005,2,Feb 2005,2.6645,0.9092,15858.92,42256.0,14419.0
2005-03-01,2005-03,2005,3,Mar 2005,2.9769,1.0915,15858.92,47210.0,17310.0
2005-04-01,2005-04,2005,4,Apr 2005,2.8556,1.1188,15858.92,45287.0,17743.0
2005-05-01,2005-05,2005,5,May 2005,2.8301,1.2361,15858.92,44882.0,19603.0
2005-06-01,2005-06,2005,6,Jun 2005,2.6711,1.3232,15858.92,42361.0,20985.0
2005-07-01,2005-07,2005,7,Jul 2005,2.4235,1.276,15858.92,38434.0,20236.0
2005-08-01,2005-08,2005,8,Aug 2005,2.3854,1.1457,15858.92,37830.0,18170.0
2005-09-01,2005-09,2005,9,Sep 2005,2.1934,1.0333,15858.92,34785.0,16387.0
2005-10-01,2005-10,2005,10,Oct 2005,2.316,1.0479,15858.92,36729.0,16619.0
2005-11-01,2005-11,2005,11,Nov 2005,2.3753,1.1343,15858.92,37670.0,17989.0
2005-12-01,2005-12,2005,12,Dec 2005,2.3318,1.2432,15858.92,36980.0,19716.0
2006-01-01,2006-01,2006,1,Jan 2006,2.7381,1.3975,15994.25,43794.0,22352.0
2006-02-01,2006-02,2006,2,Feb 2006,2.6261,1.3885,15994.25,42002.0,22208.0
2006-03-01,2006-03,2006,3,Mar 2006,2.5058,1.314,15994.25,40078.0,21016.0
2006-04-01,2006-04,2006,4,Apr 2006,2.5446,1.3349,15994.25,40699.0,21351.0
2006-05-01,2006-05,2006,5,May 2006,2.411,1.3245,15994.25,38562.0,21184.0
2006-06-01,2006-06,2006,6,Jun 2006,2.2741,1.3278,15994.25,36373.0,21237.0
2006-07-01,2006-07,2006,7,Jul 2006,2.3149,1.4218,15994.25,37025.0,22741.0
2006-08-01,2006-08,2006,8,Aug 2006,2.4632,1.6224,15994.25,39397.0,25949.0
2006-09-01,2006-09,2006,9,Sep 2006,2.4213,1.7,15994.25,38727.0,27190.0
2006-10-01,2006-10,2006,10,Oct 2006,2.439,1.6572,15994.25,39010.0,26506.0
2006-11-01,2006-11,2006,11,Nov 2006,2.6956,1.6929,15994.25,43114.0,27077.0
2006-12-01,2006-12,2006,12,Dec 2006,2.8316,1.6903,15994.25,45289.0,27035.0
2007-01-01,2007-01,2007,1,Jan 2007,2.7454,1.7445,16105.12,44215.0,28095.0
2007-02-01,2007-02,2007,2,Feb 2007,2.6903,1.7434,16105.12,43328.0,28078.0
2007-03-01,2007-03,2007,3,Mar 2007,2.5812,1.6976,16105.12,41571.0,27340.0
2007-04-01,2007-04,2007,4,Apr 2007,2.5265,1.7544,16105.12,40690.0,28255.0
2007-05-01,2007-05,2007,5,May 2007,2.4965,1.8499,16105.12,40206.0,29793.0
2007-06-01,2007-06,2007,6,Jun 2007,2.6308,2.0432,16105.12,42369.0,32906.0
2007-07-01,2007-07,2007,7,Jul 2007,2.5933,2.0395,16105.12,41765.0,32846.0
2007-08-01,2007-08,2007,8,Aug 2007,2.7159,1.9277,16105.12,43740.0,31046.0
2007-09-01,2007-09,2007,9,Sep 2007,2.8228,2.0454,16105.12,45462.0,32941.0
2007-10-01,2007-10,2007,10,Oct 2007,2.9606,2.0084,16105.12,47681.0,32346.0
2007-11-01,2007-11,2007,11,Nov 2007,2.8881,2.0413,16105.12,46513.0,32875.0
2007-12-01,2007-12,2007,12,Dec 2007,3.0331,2.0148,16105.12,48848.0,32449.0
2008-01-01,2008-01,2008,1,Jan 2008,3.0834,2.1872,16302.25,50266.0,35656.0
2008-02-01,2008-02,2008,2,Feb 2008,3.4676,2.5452,16302.25,56530.0,41492.0
2008-03-01,2008-03,2008,3,Mar 2008,3.3045,2.6879,16302.25,53871.0,43819.0
2008-04-01,2008-04,2008,4,Apr 2008,3.1019,2.4535,16302.25,50568.0,39998.0
2008-05-01,2008-05,2008,5,May 2008,3.1295,2.4004,16302.25,51018.0,39132.0
2008-06-01,2008-06,2008,6,Jun 2008,3.2221,2.4546,16302.25,52527.0,40016.0
2008-07-01,2008-07,2008,7,Jul 2008,3.2487,2.5404,16302.25,52961.0,41414.0
2008-08-01,2008-08,2008,8,Aug 2008,3.2282,2.4815,16302.25,52627.0,40454.0
2008-09-01,2008-09,2008,9,Sep 2008,3.1586,2.3232,16302.25,51492.0,37873.0
2008-10-01,2008-10,2008,10,Oct 2008,2.7247,1.957,16302.25,44419.0,31904.0
2008-11-01,2008-11,2008,11,Nov 2008,2.6872,2.0009,16302.25,43807.0,32619.0
2008-12-01,2008-12,2008,12,Dec 2008,2.6228,1.819,16302.25,42758.0,29654.0
2009-01-01,2009-01,2009,1,Jan 2009,2.8285,1.8241,17065.08,48269.0,31128.0
2009-02-01,2009-02,2009,2,Feb 2009,2.8545,1.7685,17065.08,48712.0,30180.0
2009-03-01,2009-03,2009,3,Mar 2009,2.8334,1.6823,17065.08,48352.0,28709.0
2009-04-01,2009-04,2009,4,Apr 2009,2.9736,1.6651,17065.08,50745.0,28415.0
2009-05-01,2009-05,2009,5,May 2009,3.3288,1.6671,17065.08,56806.0,28449.0
2009-06-01,2009-06,2009,6,Jun 2009,3.3023,1.6268,17065.08,56354.0,27761.0
2009-07-01,2009-07,2009,7,Jul 2009,3.1063,1.5803,17065.08,53009.0,26968.0
2009-08-01,2009-08,2009,8,Aug 2009,3.3016,1.595,17065.08,56342.0,27219.0
2009-09-01,2009-09,2009,9,Sep 2009,3.2745,1.6275,17065.08,55880.0,27773.0
2009-10-01,2009-10,2009,10,Oct 2009,3.4077,1.6206,17065.08,58153.0,27656.0
2009-11-01,2009-11,2009,11,Nov 2009,3.3557,1.5318,17065.08,57265.0,26140.0
2009-12-01,2009-12,2009,12,Dec 2009,3.4868,1.5407,17065.08,59503.0,26292.0
2010-01-01,2010-01,2010,1,Jan 2010,3.5031,1.545,18612.92,65203.0,28757.0
2010-02-01,2010-02,2010,2,Feb 2010,3.4802,1.4965,18612.92,64777.0,27854.0
2010-03-01,2010-03,2010,3,Mar 2010,3.6266,1.4826,18612.92,67502.0,27596.0
2010-04-01,2010-04,2010,4,Apr 2010,3.7311,1.5767,18612.92,69447.0,29347.0
2010-05-01,2010-05,2010,5,May 2010,3.8202,1.5567,18612.92,71105.0,28975.0
2010-06-01,2010-06,2010,6,Jun 2010,4.2086,1.6958,18612.92,78334.0,31564.0
2010-07-01,2010-07,2010,7,Jul 2010,4.48,1.8799,18612.92,83386.0,34990.0
2010-08-01,2010-08,2010,8,Aug 2010,4.6648,1.8228,18612.92,86826.0,33928.0
2010-09-01,2010-09,2010,9,Sep 2010,4.9099,1.7919,18612.92,91388.0,33352.0
2010-10-01,2010-10,2010,10,Oct 2010,4.7981,1.8799,18612.92,89307.0,34990.0
2010-11-01,2010-11,2010,11,Nov 2010,5.1473,2.0291,18612.92,95806.0,37767.0
2010-12-01,2010-12,2010,12,Dec 2010,5.4712,2.0743,18612.92,101835.0,38609.0
2011-01-01,2011-01,2011,1,Jan 2011,5.8151,2.2287,20509.75,119266.0,45710.0
2011-02-01,2011-02,2011,2,Feb 2011,6.3469,2.4108,20509.75,130173.0,49445.0
2011-03-01,2011-03,2011,3,Mar 2011,6.439,2.6043,20509.75,132062.0,53414.0
2011-04-01,2011-04,2011,4,Apr 2011,6.6165,2.5876,20509.75,135703.0,53071.0
2011-05-01,2011-05,2011,5,May 2011,6.4174,2.6892,20509.75,131619.0,55155.0
2011-06-01,2011-06,2011,6,Jun 2011,6.0623,2.6003,20509.75,124336.0,53332.0
2011-07-01,2011-07,2011,7,Jul 2011,5.9088,2.4853,20509.75,121188.0,50973.0
2011-08-01,2011-08,2011,8,Aug 2011,5.9622,2.4707,20509.75,122283.0,50673.0
2011-09-01,2011-09,2011,9,Sep 2011,6.0601,2.3382,20509.75,124291.0,47956.0
2011-10-01,2011-10,2011,10,Oct 2011,5.4635,2.1627,20509.75,112055.0,44356.0
2011-11-01,2011-11,2011,11,Nov 2011,5.4033,2.1438,20509.75,110820.0,43969.0
2011-12-01,2011-12,2011,12,Dec 2011,5.2186,2.1696,20509.75,107032.0,44498.0
2012-01-01,2012-01,2012,1,Jan 2012,5.2295,2.1323,20828.0,108920.0,44412.0
2012-02-01,2012-02,2012,2,Feb 2012,4.9419,2.2472,20828.0,102930.0,46805.0
2012-03-01,2012-03,2012,3,Mar 2012,4.437,2.2833,20828.0,92414.0,47557.0
2012-04-01,2012-04,2012,4,Apr 2012,4.2207,2.2443,20828.0,87909.0,46744.0
2012-05-01,2012-05,2012,5,May 2012,4.0708,2.3563,20828.0,84787.0,49077.0
2012-06-01,2012-06,2012,6,Jun 2012,3.719,2.3303,20828.0,77459.0,48535.0
2012-07-01,2012-07,2012,7,Jul 2012,4.1987,2.3603,20828.0,87451.0,49160.0
2012-08-01,2012-08,2012,8,Aug 2012,3.8542,2.3484,20828.0,80275.0,48912.0
2012-09-01,2012-09,2012,9,Sep 2012,3.9458,2.3137,20828.0,82183.0,48190.0
2012-10-01,2012-10,2012,10,Oct 2012,3.821,2.3032,20828.0,79584.0,47971.0
2012-11-01,2012-11,2012,11,Nov 2012,3.5254,2.1533,20828.0,73427.0,44849.0
2012-12-01,2012-12,2012,12,Dec 2012,3.3673,2.1294,20828.0,70134.0,44351.0
2013-01-01,2013-01,2013,1,Jan 2013,3.4676,2.1978,20933.42,72589.0,46007.0
2013-02-01,2013-02,2013,2,Feb 2013,3.295,2.2935,20933.42,68976.0,48011.0
2013-03-01,2013-03,2013,3,Mar 2013,3.3021,2.3426,20933.42,69124.0,49039.0
2013-04-01,2013-04,2013,4,Apr 2013,3.3027,2.2417,20933.42,69137.0,46926.0
2013-05-01,2013-05,2013,5,May 2013,3.2449,2.1864,20933.42,67927.0,45769.0
2013-06-01,2013-06,2013,6,Jun 2013,3.0481,2.0015,20933.42,63807.0,41898.0
2013-07-01,2013-07,2013,7,Jul 2013,3.0509,2.099,20933.42,63866.0,43939.0
2013-08-01,2013-08,2013,8,Aug 2013,2.9796,2.0726,20933.42,62373.0,43387.0
2013-09-01,2013-09,2013,9,Sep 2013,2.9163,1.9351,20933.42,61048.0,40508.0
2013-10-01,2013-10,2013,10,Oct 2013,2.8373,1.8453,20933.42,59394.0,38628.0
2013-11-01,2013-11,2013,11,Nov 2013,2.69,1.7572,20933.42,56311.0,36784.0
2013-12-01,2013-12,2013,12,Dec 2013,2.7772,1.9376,20933.42,58136.0,40561.0
2014-01-01,2014-01,2014,1,Jan 2014,2.9262,1.9341,21148.0,61883.0,40902.0
2014-02-01,2014-02,2014,2,Feb 2014,3.8281,2.1142,21148.0,80957.0,44711.0
2014-03-01,2014-03,2014,3,Mar 2014,4.7199,2.323,21148.0,99816.0,49127.0
2014-04-01,2014-04,2014,4,Apr 2014,4.9269,2.327,21148.0,104194.0,49211.0
2014-05-01,2014-05,2014,5,May 2014,4.7223,2.2705,21148.0,99867.0,48017.0
2014-06-01,2014-06,2014,6,Jun 2014,4.3627,2.1806,21148.0,92262.0,46115.0
2014-07-01,2014-07,2014,7,Jul 2014,4.3409,2.2441,21148.0,91801.0,47458.0
2014-08-01,2014-08,2014,8,Aug 2014,4.6952,2.2101,21148.0,99294.0,46739.0
2014-09-01,2014-09,2014,9,Sep 2014,4.6414,2.2161,21148.0,98156.0,46866.0
2014-10-01,2014-10,2014,10,Oct 2014,4.9668,2.3082,21148.0,105038.0,48814.0
2014-11-01,2014-11,2014,11,Nov 2014,4.616,2.2721,21148.0,97619.0,48050.0
2014-12-01,2014-12,2014,12,Dec 2014,4.3391,2.1973,21148.0,91763.0,46469.0
2015-01-01,2015-01,2015,1,Jan 2015,4.1888,2.1607,21697.57,90887.0,46882.0
2015-02-01,2015-02,2015,2,Feb 2015,3.9438,2.1685,21697.57,85571.0,47051.0
2015-03-01,2015-03,2015,3,Mar 2015,3.5437,2.0318,21697.57,76890.0,44085.0
2015-04-01,2015-04,2015,4,Apr 2015,3.6156,2.0296,21697.57,78450.0,44037.0
2015-05-01,2015-05,2015,5,May 2015,3.4939,1.9304,21697.57,75809.0,41885.0
2015-06-01,2015-06,2015,6,Jun 2015,3.5221,1.9897,21697.57,76421.0,43172.0
2015-07-01,2015-07,2015,7,Jul 2015,3.405,1.9207,21697.57,73880.0,41675.0
2015-08-01,2015-08,2015,8,Aug 2015,3.4595,1.8911,21697.57,75063.0,41032.0
2015-09-01,2015-09,2015,9,Sep 2015,3.2221,1.7968,21697.57,69912.0,38986.0
2015-10-01,2015-10,2015,10,Oct 2015,3.3786,1.825,21697.57,73307.0,39598.0
2015-11-01,2015-11,2015,11,Nov 2015,3.2624,1.8021,21697.57,70786.0,39101.0
2015-12-01,2015-12,2015,12,Dec 2015,3.2774,1.7478,21697.57,71112.0,37923.0
2016-01-01,2016-01,2016,1,Jan 2016,3.1974,1.6471,21935.0,70135.0,36129.0
2016-02-01,2016-02,2016,2,Feb 2016,3.2562,1.6323,21935.0,71425.0,35805.0
2016-03-01,2016-03,2016,3,Mar 2016,3.4723,1.6667,21935.0,76165.0,36559.0
2016-04-01,2016-04,2016,4,Apr 2016,3.4,1.7677,21935.0,74579.0,38774.0
2016-05-01,2016-05,2016,5,May 2016,3.4213,1.8503,21935.0,75046.0,40586.0
2016-06-01,2016-06,2016,6,Jun 2016,3.6475,1.8947,21935.0,80008.0,41560.0
2016-07-01,2016-07,2016,7,Jul 2016,3.7867,2.0022,21935.0,83061.0,43918.0
2016-08-01,2016-08,2016,8,Aug 2016,3.6936,2.0236,21935.0,81019.0,44388.0
2016-09-01,2016-09,2016,9,Sep 2016,3.8867,2.1358,21935.0,85255.0,46849.0
2016-10-01,2016-10,2016,10,Oct 2016,3.9454,2.2851,21935.0,86542.0,50124.0
2016-11-01,2016-11,2016,11,Nov 2016,4.0591,2.2866,21935.0,89036.0,50157.0
2016-12-01,2016-12,2016,12,Dec 2016,3.5666,2.2454,21935.0,78233.0,49253.0
2017-01-01,2017-01,2017,1,Jan 2017,3.7172,2.388,22370.09,83154.0,53420.0
2017-02-01,2017-02,2017,2,Feb 2017,3.6674,2.3477,22370.09,82040.0,52518.0
2017-03-01,2017-03,2017,3,Mar 2017,3.5307,2.353,22370.09,78982.0,52637.0
2017-04-01,2017-04,2017,4,Apr 2017,3.426,2.2835,22370.09,76640.0,51082.0
2017-05-01,2017-05,2017,5,May 2017,3.3069,2.1685,22370.09,73976.0,48510.0
2017-06-01,2017-06,2017,6,Jun 2017,3.1575,2.2476,22370.09,70634.0,50279.0
2017-07-01,2017-07,2017,7,Jul 2017,3.2994,2.3135,22370.09,73808.0,51753.0
2017-08-01,2017-08,2017,8,Aug 2017,3.3043,2.3043,22370.09,73917.0,51547.0
2017-09-01,2017-09,2017,9,Sep 2017,3.2311,2.1865,22370.09,72280.0,48912.0
2017-10-01,2017-10,2017,10,Oct 2017,3.1021,2.1691,22370.09,69394.0,48523.0
2017-11-01,2017-11,2017,11,Nov 2017,3.1063,2.0135,22370.09,69488.0,45042.0
2017-12-01,2017-12,2017,12,Dec 2017,3.0296,1.931,22370.09,67772.0,43197.0
2018-01-01,2018-01,2018,1,Jan 2018,3.0602,1.9544,22602.05,69167.0,44173.0
2018-02-01,2018-02,2018,2,Feb 2018,3.0045,1.9674,22602.05,67908.0,44467.0
2018-03-01,2018-03,2018,3,Mar 2018,2.9769,1.944,22602.05,67284.0,43938.0
2018-04-01,2018-04,2018,4,Apr 2018,2.9617,1.9469,22602.05,66940.0,44004.0
2018-05-01,2018-05,2018,5,May 2018,2.9897,1.9564,22602.05,67573.0,44219.0
2018-06-01,2018-06,2018,6,Jun 2018,2.9549,1.8975,22602.05,66787.0,42887.0
2018-07-01,2018-07,2018,7,Jul 2018,2.8792,1.8611,22602.05,65076.0,42065.0
2018-08-01,2018-08,2018,8,Aug 2018,2.7604,1.78,22602.05,62391.0,40232.0
2018-09-01,2018-09,2018,9,Sep 2018,2.6716,1.6909,22602.05,60384.0,38218.0
2018-10-01,2018-10,2018,10,Oct 2018,3.0278,1.881,22602.05,68434.0,42514.0
2018-11-01,2018-11,2018,11,Nov 2018,3.0228,1.8413,22602.05,68321.0,41617.0
2018-12-01,2018-12,2018,12,Dec 2018,2.8021,1.7101,22602.05,63333.0,38652.0
2019-01-01,2019-01,2019,1,Jan 2019,2.8321,1.7249,23050.24,65281.0,39759.0
2019-02-01,2019-02,2019,2,Feb 2019,2.8318,1.7339,23050.24,65274.0,39967.0
2019-03-01,2019-03,2019,3,Mar 2019,2.7313,1.6967,23050.24,62957.0,39109.0
2019-04-01,2019-04,2019,4,Apr 2019,2.6705,1.6155,23050.24,61556.0,37238.0
2019-05-01,2019-05,2019,5,May 2019,2.6577,1.5679,23050.24,61261.0,36140.0
2019-06-01,2019-06,2019,6,Jun 2019,2.8601,1.6319,23050.24,65926.0,37616.0
2019-07-01,2019-07,2019,7,Jul 2019,2.9866,1.6299,23050.24,68842.0,37570.0
2019-08-01,2019-08,2019,8,Aug 2019,2.7829,1.5602,23050.24,64147.0,35963.0
2019-09-01,2019-09,2019,9,Sep 2019,2.8415,1.5573,23050.24,65497.0,35896.0
2019-10-01,2019-10,2019,10,Oct 2019,2.7996,1.513,23050.24,64531.0,34875.0
2019-11-01,2019-11,2019,11,Nov 2019,3.1081,1.6155,23050.24,71642.0,37238.0
2019-12-01,2019-12,2019,12,Dec 2019,3.4551,1.6144,23050.24,79641.0,37212.0
